Шаг,NFT lvl1,NFT lvl2,NFT lvl3,Активных NFT lvl1,Активных NFT lvl2,Активных NFT lvl3,Встречи,REWARD_POOL токены,Новые NFT,Стоимость новых NFT,Цена токена
1,2734,257,20,2601,243,20,79,697642000.00,11,1100.00,0.000167
2,2744,257,20,2479,241,20,72,696364000.00,10,1000.00,0.000167
3,2761,257,20,2518,245,14,72,689218000.00,17,1700.00,0.000164
4,2779,257,20,2546,229,14,79,686621661.77,18,1800.00,0.000163
5,2790,257,20,2561,227,20,65,684630253.65,11,1100.00,0.000155
6,2800,259,20,2587,239,20,63,683123520.60,12,3000.00,0.000153
7,2808,262,20,2590,245,20,66,681512942.49,11,3800.00,0.000151
8,2819,263,20,2600,241,20,66,679364648.02,12,2100.00,0.000149
9,2831,263,20,2618,244,18,63,675810109.13,12,1200.00,0.000148
10,2846,264,20,2593,249,16,87,671631028.09,16,2500.00,0.000146
11,2861,265,20,2583,245,16,80,667354255.69,16,2500.00,0.000143
12,2872,266,20,2624,248,18,68,665609610.87,12,2100.00,0.000139
13,2883,267,20,2663,253,20,61,663970652.91,12,2100.00,0.000136
14,2893,268,20,2660,250,20,76,661536282.70,11,2000.00,0.000134
15,2907,269,20,2679,241,20,65,658807949.55,15,2400.00,0.000133
16,2916,270,20,2739,248,18,48,655307562.17,10,1900.00,0.000131
17,2929,270,20,2727,255,18,73,652901850.72,13,1300.00,0.000129
18,2944,271,20,2722,252,20,62,650992693.67,16,2500.00,0.000126
19,2966,273,20,2733,254,16,86,643958971.37,24,4200.00,0.000125
20,2980,273,20,2756,253,14,58,639429031.46,14,1400.00,0.000123
21,2993,274,20,2784,255,16,72,634727316.01,14,2300.00,0.000118
22,3002,276,20,2774,259,18,64,632699072.58,11,2900.00,0.000115
23,3017,276,20,2773,266,18,77,628278684.19,15,1500.00,0.000112
24,3030,278,20,2802,254,18,65,624542808.45,15,3300.00,0.000111
25,3043,279,21,2841,246,20,68,621898573.01,15,12300.00,0.000109
26,3064,279,22,2850,254,20,71,618803414.11,22,12100.00,0.000106
27,3080,280,22,2871,257,21,65,616435149.98,17,2600.00,0.000105
28,3098,281,22,2882,259,20,73,610516577.45,19,2800.00,0.000103
29,3112,282,22,2888,262,20,67,608220666.23,15,2400.00,0.000102
30,3119,285,22,2904,263,22,64,605042831.15,10,3700.00,0.000099
31,3126,285,23,2918,266,22,59,602949407.91,8,10700.00,0.000098
32,3152,287,23,2817,265,22,138,597362333.82,28,4600.00,0.000096
33,3182,287,23,2696,247,23,154,590405127.85,30,3000.00,0.000095
34,3208,288,23,2758,247,21,121,581765953.19,27,3600.00,0.000093
35,3239,292,23,2838,249,21,133,575670350.60,35,7100.00,0.000089
36,3262,292,23,2846,260,23,120,571207722.88,23,2300.00,0.000086
37,3289,293,23,2857,254,23,141,562531704.87,28,3700.00,0.000083
38,3308,295,23,2854,240,23,138,554753300.74,21,3900.00,0.000082
39,3336,296,23,2905,257,21,123,545339524.51,29,3800.00,0.000078
40,3369,300,23,2942,265,21,142,538564725.28,37,7300.00,0.000076
41,3388,301,23,2940,252,23,135,529009334.44,20,2900.00,0.000073
42,3409,303,24,2965,250,23,136,520285913.00,24,14100.00,0.000070
43,3431,305,24,3008,263,23,121,513089132.07,24,4200.00,0.000068
44,3455,308,25,3011,265,22,150,498891870.82,28,15400.00,0.000065
45,3483,312,25,3019,265,18,139,481126174.09,32,6800.00,0.000063
46,3516,316,26,3057,272,21,150,471974801.43,38,17300.00,0.000060
47,3560,320,26,2997,274,21,200,449877178.00,48,8400.00,0.000056
48,3586,322,27,2948,280,20,182,445549163.66,29,14600.00,0.000056
49,3626,324,27,2986,282,22,197,448686034.06,42,6000.00,0.000056
50,3649,327,28,3022,282,19,178,481118431.46,27,15300.00,0.000067
51,3679,329,28,3086,276,21,178,468489421.17,32,5000.00,0.000062
52,3720,333,28,3027,267,24,242,442850965.84,45,8100.00,0.000056
53,3765,339,28,2921,269,20,267,442509901.26,51,10500.00,0.000059
54,3808,349,28,2940,271,24,260,451784253.17,53,14300.00,0.000059
55,3846,352,28,3011,267,24,249,439977297.75,41,6800.00,0.000057
56,3882,356,30,3080,283,20,235,483074330.59,42,27600.00,0.000070
57,3935,362,30,3164,292,24,239,468719633.32,59,11300.00,0.000062
58,3974,364,30,3176,288,24,251,436667297.54,41,5900.00,0.000056
59,4036,367,30,3155,294,22,283,446860060.23,65,9200.00,0.000060
60,4081,370,31,3184,290,28,264,450074026.87,49,17500.00,0.000058
61,4122,375,32,3282,271,28,258,489158798.38,47,19100.00,0.000069
62,4180,382,32,3389,290,25,243,468247788.71,65,12800.00,0.000064
63,4213,390,33,3422,315,20,250,432447536.53,42,21300.00,0.000057
64,4263,395,33,3404,306,20,279,442887073.98,55,10000.00,0.000062
65,4323,399,33,3461,318,27,255,443133308.81,64,10000.00,0.000058
66,4364,405,34,3553,335,29,244,487730400.41,48,20100.00,0.000067
67,4411,406,34,3605,335,27,246,462784548.22,48,5700.00,0.000062
68,4461,411,34,3604,331,30,276,453391325.08,55,10000.00,0.000059
69,4497,417,36,3631,352,30,242,441281420.59,44,29600.00,0.000056
70,4544,424,36,3715,365,26,257,442721156.55,55,11800.00,0.000058
71,4591,428,37,3743,345,30,266,449651407.42,52,18700.00,0.000060
72,4639,432,37,3782,338,34,263,449279081.72,52,8800.00,0.000058
73,4683,433,38,3825,352,37,256,491128678.40,46,15400.00,0.000067
74,4726,443,39,3895,368,37,248,476089909.69,54,24300.00,0.000062
75,4772,445,39,3923,359,36,272,451377016.18,48,6600.00,0.000058
76,4815,451,39,3938,365,35,260,445931402.19,49,10300.00,0.000059
77,4861,456,39,4044,365,35,246,449029508.17,51,9600.00,0.000059
78,4914,459,39,4145,369,35,239,446091159.40,56,8300.00,0.000058
79,4960,462,39,4129,388,31,270,433270322.16,49,7600.00,0.000057
80,4993,465,40,4084,383,33,272,485100376.04,37,16300.00,0.000070
81,5042,471,40,4172,376,39,257,468828578.30,55,10900.00,0.000062
82,5093,479,40,4225,397,36,277,442457637.80,59,13100.00,0.000057
83,5138,489,40,4264,409,32,262,441854040.90,56,14600.00,0.000059
84,5195,492,40,4355,403,36,263,449632823.23,60,8700.00,0.000059
85,5246,494,40,4392,401,34,270,429468913.04,53,7100.00,0.000056
86,5294,502,41,4425,416,30,268,484493196.06,57,22800.00,0.000072
87,5349,506,41,4524,420,32,250,460162289.20,59,9500.00,0.000062
88,5397,513,41,4554,428,35,274,448138613.35,55,11800.00,0.000059
89,5442,517,41,4539,444,39,268,451967765.07,50,8600.00,0.000058
90,5480,522,41,4637,443,37,242,440863232.56,43,8800.00,0.000057
91,5527,527,42,4662,449,35,281,490253064.73,53,19700.00,0.000071
92,5577,532,42,4688,466,37,253,472809039.66,55,10000.00,0.000063
93,5617,539,42,4819,455,40,240,453826410.51,47,11000.00,0.000058
94,5662,543,42,4843,450,38,268,441547970.56,51,8700.00,0.000058
95,5701,546,42,4815,463,36,267,445266863.67,42,6900.00,0.000060
96,5750,552,42,4866,475,38,264,448259435.05,55,10900.00,0.000058
97,5792,554,42,4935,474,38,256,439792527.02,44,6200.00,0.000057
98,5847,557,43,4954,476,38,287,447338934.79,61,18700.00,0.000059
99,5909,560,43,5018,488,36,262,437614748.99,65,9200.00,0.000057
100,5969,568,44,5103,493,33,281,477422012.48,69,24000.00,0.000069
101,6019,578,44,5123,498,37,275,461836956.73,60,15000.00,0.000062
102,6077,584,45,5171,504,42,283,491829781.22,66,21900.00,0.000068
103,6118,587,46,5199,500,40,279,467917591.73,45,17100.00,0.000063
104,6164,594,46,5251,504,41,274,445561825.46,53,11600.00,0.000058
105,6222,598,46,5300,509,42,291,448972814.60,62,9800.00,0.000059
106,6276,605,46,5372,512,42,272,445844048.47,62,12500.00,0.000059
107,6333,609,47,5436,522,44,285,450700796.61,63,19800.00,0.000058
108,6388,617,47,5476,543,38,276,435173920.17,63,13500.00,0.000057
109,6439,620,47,5559,549,35,264,437006328.24,54,8100.00,0.000060
110,6495,624,47,5624,551,41,269,446938660.11,61,10600.00,0.000059
111,6554,628,47,5643,566,41,283,444643893.68,63,9900.00,0.000058
112,6607,632,47,5669,566,37,285,437155778.17,58,9400.00,0.000059
113,6654,638,47,5742,566,35,271,439693125.43,55,11800.00,0.000060
114,6692,644,47,5799,574,39,265,445933827.90,44,9800.00,0.000059
115,6733,651,47,5864,560,45,263,448596326.26,49,11200.00,0.000058
116,6791,654,47,5904,554,45,287,439774160.41,61,8800.00,0.000057
117,6832,659,47,5947,569,39,258,435901568.29,46,9100.00,0.000059
118,6871,662,48,5981,572,41,281,489766463.15,44,17000.00,0.000072
119,6919,666,48,6002,575,43,274,464362076.35,52,8800.00,0.000062
120,6962,673,48,6063,578,44,278,453964561.77,52,11500.00,0.000060
121,7012,678,48,6077,590,44,290,437270385.48,55,10000.00,0.000057
122,7062,682,48,6092,615,40,287,444941279.02,54,9000.00,0.000060
123,7124,689,49,6154,604,40,308,483932026.83,71,23300.00,0.000071
124,7180,691,49,6266,596,36,270,451488645.29,60,7800.00,0.000064
125,7232,694,49,6298,609,35,305,436343171.96,55,8200.00,0.000061
126,7286,697,50,6334,611,43,274,451027201.73,58,18400.00,0.000060
127,7331,701,50,6402,612,45,291,439527835.78,49,8500.00,0.000057
128,7387,705,51,6438,601,42,295,482671405.86,61,19600.00,0.000072
129,7429,710,51,6537,597,44,265,459293129.86,47,9200.00,0.000063
130,7483,714,51,6613,599,43,285,433521682.96,59,9500.00,0.000058
131,7526,719,51,6641,630,43,261,443857636.76,49,9400.00,0.000060
132,7586,726,51,6687,650,49,286,451159648.87,67,13000.00,0.000058
133,7640,733,51,6710,637,49,293,448439386.53,62,12500.00,0.000058
134,7696,738,51,6778,646,47,276,446819869.04,61,10600.00,0.000059
135,7749,740,52,6822,639,47,300,483408409.38,57,17400.00,0.000069
136,7798,746,52,6864,618,49,289,461578305.39,55,10900.00,0.000063
137,7850,751,52,6941,640,46,281,433309881.56,58,10300.00,0.000057
138,7901,760,52,6960,658,42,305,441682999.81,60,14100.00,0.000061
139,7941,765,53,6962,657,44,296,482179361.87,46,19000.00,0.000072
140,7996,768,54,7031,670,42,294,451586229.33,59,18500.00,0.000063
141,8060,775,54,7063,697,47,312,453364072.61,71,13400.00,0.000060
142,8110,777,54,7136,702,52,276,444689394.00,53,7100.00,0.000057
143,8147,781,54,7232,703,52,269,452153998.28,41,7700.00,0.000059
144,8195,788,54,7316,697,50,268,442884644.35,57,12000.00,0.000058
145,8235,789,54,7403,699,48,246,442442835.40,41,5000.00,0.000059
146,8281,790,54,7427,724,48,263,432982640.50,49,5800.00,0.000056
147,8326,790,54,7427,715,44,278,420935530.78,46,4600.00,0.000056
148,8378,795,55,7455,704,46,287,485793412.01,59,20300.00,0.000073
149,8430,803,55,7492,722,46,287,459762586.34,60,13200.00,0.000063
150,8478,808,55,7570,735,47,265,442131793.36,54,9900.00,0.000058
151,8533,813,55,7648,719,49,285,439038416.82,60,10500.00,0.000058
152,8582,818,56,7658,712,47,294,443714985.60,57,20100.00,0.000061
153,8632,824,57,7695,729,49,284,486908243.66,57,21000.00,0.000071
154,8678,825,57,7746,726,52,286,461903557.98,47,5600.00,0.000062
155,8726,830,57,7770,736,53,293,448506939.79,55,10900.00,0.000059
156,8775,835,59,7842,761,53,271,486692050.78,57,30000.00,0.000068
157,8812,839,60,7884,760,51,288,459663824.70,43,18700.00,0.000062
158,8867,842,61,7905,765,53,288,447200326.82,60,18600.00,0.000059
159,8897,849,61,7908,761,50,306,430371253.73,38,10100.00,0.000059
160,8959,860,61,7929,768,51,318,448077232.46,75,17400.00,0.000063
161,9009,863,61,8053,783,57,268,446273043.88,54,8100.00,0.000058
162,9063,868,61,8165,780,51,287,430770173.69,59,10400.00,0.000058
163,9101,873,61,8155,787,49,287,440760362.08,44,8900.00,0.000062
164,9162,876,61,8203,794,57,291,449931563.95,65,9200.00,0.000059
165,9208,879,61,8283,785,59,280,448495182.91,52,7900.00,0.000058
166,9267,882,62,8330,790,49,301,471805815.31,64,19000.00,0.000071
167,9315,886,62,8382,799,49,274,450185336.03,52,8800.00,0.000063
168,9352,890,62,8449,810,56,267,442352969.06,41,7700.00,0.000057
169,9406,893,62,8511,816,56,272,445719557.18,58,8500.00,0.000059
170,9452,898,62,8542,810,60,283,450164424.38,51,9600.00,0.000059
171,9504,903,62,8556,821,58,289,442461341.56,58,10300.00,0.000058
172,9566,908,62,8618,804,58,303,449452946.05,68,11300.00,0.000060
173,9613,911,63,8692,801,62,274,491619199.47,52,17800.00,0.000070
174,9664,917,63,8740,822,60,293,468270731.93,58,11200.00,0.000063
175,9722,931,63,8751,813,61,320,450108096.97,74,20900.00,0.000059
176,9780,937,63,8804,839,61,290,443908791.19,66,12000.00,0.000057
177,9831,942,63,8876,847,59,302,446324470.43,59,10400.00,0.000059
178,9880,946,64,8918,831,61,297,452100034.03,55,19900.00,0.000061
179,9932,948,64,8977,854,59,287,440479559.10,56,7400.00,0.000058
180,9979,950,65,9046,868,56,283,480098273.59,54,17100.00,0.000070
181,10016,956,66,9078,880,56,281,455664241.74,45,19800.00,0.000062
182,10079,960,67,9137,880,61,290,450245099.77,68,20300.00,0.000059
183,10131,968,67,9164,880,58,308,432153850.56,62,14300.00,0.000058
184,10196,977,68,9143,880,57,342,485292429.87,75,25500.00,0.000074
185,10247,983,68,9229,884,59,289,456707885.65,59,11300.00,0.000063
186,10304,985,68,9394,899,60,278,440574898.98,64,8200.00,0.000058
187,10371,988,69,9371,913,64,334,446689577.36,73,19900.00,0.000058
188,10423,991,69,9386,917,66,289,450917571.89,56,8300.00,0.000059
189,10479,996,69,9565,904,67,275,448168391.89,62,10700.00,0.000058
190,10540,1001,70,9607,901,65,309,449826262.32,67,21100.00,0.000060
191,10591,1006,70,9577,910,61,314,440373128.19,58,10300.00,0.000060
192,10638,1012,71,9658,919,62,284,483397354.35,54,20700.00,0.000071
193,10687,1019,71,9799,934,66,261,464158698.02,57,12000.00,0.000061
194,10740,1025,73,9830,924,65,310,484370863.04,63,31500.00,0.000070
195,10790,1028,73,9779,923,59,315,447912765.54,54,8100.00,0.000064
196,10842,1034,73,9870,957,65,271,448985548.74,59,11300.00,0.000060
197,10900,1038,74,9990,964,67,288,479039800.67,65,20000.00,0.000067
198,10951,1045,74,10020,972,67,282,464226548.06,60,12300.00,0.000063
199,10993,1047,74,10026,962,72,300,445873470.01,46,7300.00,0.000057
200,11034,1055,74,10041,935,66,311,431660090.74,51,13200.00,0.000060
201,11089,1059,77,10065,955,66,317,487503396.77,63,39600.00,0.000074
202,11138,1067,77,10132,989,72,290,472313286.14,59,13100.00,0.000063
203,11179,1068,77,10185,983,77,301,450401748.53,42,5100.00,0.000057
204,11222,1074,77,10248,981,77,279,449587014.61,50,10400.00,0.000058
205,11280,1083,77,10311,986,75,317,445583739.90,70,15100.00,0.000058
206,11339,1086,77,10338,984,73,306,447850615.35,64,9100.00,0.000060
207,11383,1090,78,10412,975,65,304,468144122.38,52,18700.00,0.000071
208,11428,1092,78,10491,974,65,282,443668415.35,48,6600.00,0.000063
209,11488,1098,79,10555,978,72,309,481633021.41,70,23200.00,0.000070
210,11530,1101,79,10604,986,70,276,453891507.86,46,7300.00,0.000063
211,11568,1108,82,10592,1018,69,315,479813767.39,52,41200.00,0.000071
212,11624,1114,83,10612,1019,73,304,460044491.61,64,21700.00,0.000063
213,11675,1120,84,10718,1020,78,292,483276639.87,61,22300.00,0.000068
214,11720,1124,84,10726,1028,79,315,462216487.59,52,9700.00,0.000063
215,11770,1127,85,10819,1042,82,261,446074080.44,56,18200.00,0.000057
216,11824,1132,86,10918,1050,82,297,492435710.80,63,20700.00,0.000069
217,11875,1135,87,10918,1045,81,291,466284467.70,56,19100.00,0.000063
218,11931,1143,87,10964,1064,78,299,444402172.53,66,13800.00,0.000059
219,11979,1148,87,11023,1061,81,287,444453346.39,54,10800.00,0.000059
220,12028,1150,87,11107,1065,83,272,442353416.98,52,7000.00,0.000058
221,12081,1155,88,11121,1082,83,305,489640464.45,61,20500.00,0.000070
222,12126,1162,89,11130,1068,79,305,456362215.04,55,22600.00,0.000063
223,12179,1164,90,11161,1059,80,323,485924299.47,61,17800.00,0.000072
224,12232,1169,91,11258,1072,87,282,468677923.49,64,20800.00,0.000063
225,12289,1172,92,11349,1098,84,296,438649707.08,63,18900.00,0.000057
226,12324,1177,92,11362,1107,83,279,446767100.28,42,8700.00,0.000060
227,12379,1180,94,11447,1088,86,291,483282301.25,62,28700.00,0.000070
228,12438,1187,94,11490,1091,82,304,452167358.72,68,13100.00,0.000063
229,12501,1193,94,11567,1104,86,283,446997684.48,71,13400.00,0.000060
230,12557,1199,95,11610,1115,92,304,450471178.20,65,21800.00,0.000058
231,12606,1203,96,11609,1119,92,302,489686132.81,57,19200.00,0.000069
232,12652,1213,96,11707,1139,93,269,475840917.80,58,14800.00,0.000064
233,12705,1216,97,11768,1151,92,294,492399989.99,58,18400.00,0.000069
234,12761,1220,97,11806,1141,88,290,465182421.72,63,9900.00,0.000065
235,12818,1225,97,11867,1126,87,308,435552973.79,66,12000.00,0.000059
236,12871,1225,97,11897,1140,89,289,437428933.67,55,5500.00,0.000059
237,12909,1231,97,11982,1145,91,274,441427245.30,47,11000.00,0.000058
238,12958,1242,97,12097,1131,87,273,434097539.88,61,16000.00,0.000059
239,13001,1245,97,12129,1143,85,276,437178479.02,48,7500.00,0.000061
240,13063,1248,97,12106,1154,87,315,439598102.06,68,9500.00,0.000060
241,13113,1251,99,12129,1147,93,303,452425870.50,63,28800.00,0.000061
242,13158,1255,99,12205,1158,93,287,440658701.66,51,9600.00,0.000058
243,13211,1263,99,12267,1173,91,294,441127273.91,64,14500.00,0.000060
244,13258,1269,99,12294,1171,93,303,448952750.69,56,11000.00,0.000061
245,13320,1271,101,12305,1173,93,320,478836003.92,66,28200.00,0.000069
246,13370,1275,101,12340,1177,91,312,449695003.62,57,9300.00,0.000062
247,13412,1280,101,12390,1199,91,303,435869411.26,52,10600.00,0.000059
248,13459,1285,101,12458,1215,93,292,449425012.67,53,9800.00,0.000061
249,13520,1289,101,12502,1196,97,327,448395718.33,67,10300.00,0.000060
250,13571,1292,101,12543,1195,97,300,444264825.71,55,8200.00,0.000059
251,13622,1293,101,12632,1211,95,295,437114037.86,54,6300.00,0.000058
252,13675,1300,101,12661,1218,93,317,441717983.22,62,13400.00,0.000060
253,13731,1307,101,12764,1211,89,287,436194247.28,66,12900.00,0.000061
254,13783,1314,101,12863,1210,87,298,435651119.91,61,12400.00,0.000061
255,13843,1315,102,12895,1223,95,289,486052656.93,63,17100.00,0.000070
